time,test 1,test 2,test 3,test 4,test 5
seconds,deacceleration - g,deacceleration - g,deacceleration - g,deacceleration - g,deacceleration - g
0.341,39.56,45.23,52.108,56.485,49.132
0.342,40.958,39.39,47.881,54.573,56.955
0.343,37.203,39.432,44.337,49.279,57.068
0.344,31.492,43.891,45.115,47.322,53.524
0.345,29.381,46.126,49.422,50.029,50.72
0.346,27.924,41.801,51.872,54.385,51.634
0.347,24.682,33.957,47.401,53.953,55.547
0.348,22.008,30.536,36.301,44.23,56.698
0.349,20.007,32.008,29.248,31.492,48.485
0.35,16.059,29.13,31.413,29.252,33.386
0.351,11.262,24.175,31.979,33.841,27.026
0.352,9.1821,20.472,27.055,32.246,32.185
0.353,10.372,17.13,20.634,25.571,35.618
0.354,11.084,11.968,13.957,16.792,30.579
0.355,8.3756,6.807,8.2492,9.3897,20.339
0.356,3.7787,4.569,4.3576,5.5553,9.9066
0.357,1.695,6.4028,3.3164,4.559,4.9975
0.358,4.1145,7.7511,5.4944,5.1227,4.6579
0.359,8.9712,5.3135,6.8746,5.1533,5.4245
0.36,12.436,1.4681,4.528,3.1891,4.9301
0.361,11.426,-0.10655,1.4306,2.1688,2.5355
0.362,7.0198,1.9488,-0.76052,1.8607,1.4293
0.363,3.102,7.9524,-1.0115,-0.90095,2.086
0.364,2.0745,14.376,3.8164,-0.77641,-0.096315
0.365,2.4341,15.916,11.27,5.6951,-2.2063
0.366,2.3767,12.366,15.053,12.429,2.1135
0.367,1.9971,8.1475,13.637,14.282,8.713
0.368,1.9696,5.9611,10.532,12.293,11.882
0.369,-0.10159,4.9482,8.2117,9.9293,11.14
0.37,-6.7972,3.7872,6.7416,8.4371,9.2922
0.371,-18.311,2.7353,5.6367,7.1786,7.9239
0.372,-35.296,2.3686,4.3764,5.2559,7.06
0.373,-40.856,2.0861,2.6684,2.444,5.5618
0.374,-40.856,-2.8922,3.2752,0.74642,2.7852
0.375,-40.856,-21.999,4.9101,3.0646,1.5267
0.376,-40.856,-51.108,-6.9499,0.8797,4.4582
0.377,-29.931,-51.108,-41.631,-24.819,5.5993
0.378,-10.219,-51.108,-61.33,-67.097,-8.4162
0.379,6.3818,-51.108,-61.33,-71.561,-44.518
0.38,13.095,-31.642,-61.33,-71.561,-81.782
0.381,12.523,-3.3417,-47.873,-68.869,-81.782
0.382,15.187,10.673,-14.997,-29.686,-81.782
0.383,23.401,9.8892,7.1649,1.9459,-54.321
0.384,28.85,6.6712,12.571,15.509,-22.187
0.385,23.415,11.759,8.693,14.255,4.995
0.386,11.588,22.497,10.026,11.575,14.701
0.387,2.8648,31.268,19.742,17.238,11.215
0.388,0.58383,30.33,31.647,29.794,12.473
0.389,1.0033,21.789,34.979,38.639,23.273
0.39,2.4453,14.512,27.04,36.347,36.16
0.391,5.7076,9.4194,16.547,26.255,42.255
0.392,8.1883,4.6611,10.654,15.359,36.689
0.393,6.2307,1.9222,7.6574,6.77,23.448
0.394,-1.842,2.6386,3.6404,-0.092555,9.9165
0.395,-12.549,5.6459,0.87436,-3.5184,-1.3872
0.396,-18.291,5.3322,0.72829,-1.4559,-8.2439
0.397,-16.85,-3.3651,-1.1613,0.82945,-6.7283
0.398,-11.975,-16.671,-7.8806,-2.0786,-0.98024
0.399,-8.1818,-24.34,-18.816,-10.554,1.6266
0.4,-6.3253,-23.038,-24.812,-20.689,-1.0901
0.401,-3.9007,-14.917,-20.31,-23.674,-9.7721
0.402,1.8922,-6.1726,-11.289,-16.282,-17.76
0.403,8.5754,-1.8622,-4.3393,-6.2167,-16.574
0.404,12.184,-0.76513,-0.13691,-0.33944,-9.8445
0.405,11.642,0.52549,2.4999,2.3785,-4.8056
0.406,8.8301,2.8742,5.3202,4.784,-2.2612
0.407,4.4554,6.3606,7.9289,7.4954,1.1022
0.408,-1.8957,8.7296,7.6723,8.5616,6.6879
0.409,-8.0757,8.1865,4.8408,4.961,10.688
0.41,-9.007,4.2772,1.9119,-1.6067,9.2998
0.411,-3.1491,-1.5173,-0.88225,-5.1133,3.5567
0.412,4.0309,-4.7103,-4.3281,-5.3952,-1.7119
0.413,6.5728,-2.95,-5.6465,-5.8431,-3.8218
0.414,3.7824,1.5633,-2.9123,-6.0528,-5.3449
0.415,-1.9081,5.1886,1.7845,-4.5431,-7.5223
0.416,-6.1205,5.4071,4.2696,-2.1966,-7.7046
0.417,-5.8433,1.8458,3.2733,-0.20835,-6.2264
0.418,-3.2802,-3.9316,0.30693,2.0442,-3.4572
0.419,-0.31757,-7.8846,-3.4872,3.2284,1.1497
0.42,2.72,-7.5366,-6.7439,0.95399,5.7291
0.421,4.549,-4.4638,-6.7607,-3.4791,5.5443
0.422,4.5116,-0.85564,-4.0359,-6.0375,-0.096315
0.423,3.2106,1.9269,-0.29609,-5.3842,-6.3762
0.424,2.5602,3.6966,2.955,-2.8236,-8.5436
0.425,3.554,4.658,4.2453,-0.0073454,-5.5247
0.426,4.0833,5.0528,4.6779,1.9874,-0.76301
0.427,2.5464,5.7379,5.6648,3.5802,1.4893
0.428,0.32415,6.3918,6.2547,5.5116,0.86502
0.429,-0.037914,6.5744,6.6087,7.703,0.9649
0.43,0.57384,6.1109,7.6892,9.6868,3.6916
0.431,-0.09035,4.6252,8.4308,10.996,7.5544
0.432,-2.6398,2.406,6.8671,10.167,10.381
0.433,-6.57,0.57387,4.2097,7.7554,10.461
0.434,-9.7786,-1.2505,2.086,4.6202,8.4733
0.435,-11.023,-3.7443,0.065345,1.0807,5.8689
0.436,-11.067,-6.5347,-2.6482,-3.3458,2.4006
0.437,-11.186,-8.4854,-5.0697,-7.958,-1.4547
0.438,-10.938,-10.027,-6.903,-10.366,-5.1252
0.439,-9.9946,-11.722,-9.4668,-10.228,-8.0117
0.44,-8.3466,-13.211,-12.538,-10.366,-9.8745
0.441,-6.2491,-13.646,-13.626,-11.458,-11.585
0.442,-4.6036,-12.014,-11.54,-12.865,-12.521
0.443,-4.1979,-9.3359,-8.8413,-13.848,-12.284
0.444,-5.6211,-8.1327,-8.6952,-14.069,-11.502
0.445,-7.8809,-9.6855,-10.675,-13.894,-10.644
0.446,-8.7323,-12.108,-12.65,-14.15,-9.802
0.447,-7.7373,-12.941,-13.709,-14.696,-10.718
0.448,-6.2903,-12.2,-14.725,-15.487,-13.675
0.449,-5.7709,-11.137,-15.171,-16.083,-16.104
0.45,-5.6399,-10.363,-13.924,-14.908,-16.496
0.451,-5.2266,-10.35,-11.886,-11.454,-15.325
0.452,-5.3003,-10.431,-10.057,-7.2938,-13.101
0.453,-6.3577,-8.8912,-8.2908,-4.8293,-9.9269
0.454,-8.5239,-6.2069,-6.6821,-4.8053,-6.5135
0.455,-10.41,-4.9148,-5.4704,-5.5569,-4.8855
0.456,-10.178,-6.3318,-5.8674,-6.2145,-5.0927
0.457,-7.9558,-9.1674,-7.8938,-6.7192,-5.7445
0.458,-5.0343,-10.414,-9.3245,-6.0266,-5.7095
0.459,-2.5449,-8.5947,-8.3619,-4.0602,-4.5309
0.46,-1.7721,-5.4079,-5.5716,-2.0764,-2.7256
0.461,-2.8083,-2.2883,-3.1333,-0.50331,-1.3922
0.462,-3.641,0.64254,-2.1857,-0.4181,-0.65813
0.463,-2.3751,2.3311,-1.8392,-1.185,-0.91781
0.464,0.56261,2.7369,-0.57887,-1.1107,-2.1888
0.465,3.5377,1.6273,1.5298,0.62626,-3.5122
0.466,5.7688,-0.012914,2.5261,1.5898,-3.3149
0.467,6.6427,0.30701,1.7808,-1.0539,-1.9665
0.468,6.1433,2.857,1.101,-5.3012,-1.4547
0.469,5.0347,4.7641,1.262,-6.0353,-2.9204
0.47,4.0721,3.333,0.92867,-2.0589,-4.1838
0.471,3.5752,-0.2907,-0.033909,3.0886,-2.5408
0.472,2.7862,-1.934,-0.56576,6.2588,1.292
0.473,0.47521,-0.47485,-0.015182,5.9726,4.7578
0.474,-1.8083,2.2453,2.2358,3.034,5.3571
0.475,-2.6123,3.8636,4.4962,-0.63221,2.3432
0.476,-3.1354,2.9476,4.116,-4.2372,-1.7968
0.477,-3.9894,-0.21423,0.29194,-6.3019,-3.4897
0.478,-4.2116,-3.6195,-4.6109,-5.24,-3.2974
0.479,-3.4375,-5.3439,-6.7214,-1.4537,-2.9578
0.48,-2.2652,-5.127,-5.0921,2.1775,-2.2787
0.481,-1.7883,-4.1813,-2.461,2.1972,-0.87037
0.482,-2.6148,-2.7861,-2.2662,-1.6307,-0.098812
0.483,-4.2278,-1.4362,-3.8243,-6.2713,-1.582
0.484,-5.9158,-1.2645,-3.5041,-8.8909,-4.7332
0.485,-6.6886,-2.2461,-2.137,-8.3928,-7.5448
0.486,-5.7522,-2.9234,-1.7306,-5.3493,-7.9618
0.487,-3.6548,-3.2371,-2.4216,-1.5651,-5.8993
0.488,-1.6684,-3.5258,-3.0022,1.7099,-3.3374
0.489,-0.3338,-3.2137,-2.1613,4.0674,-0.95277
0.49,0.17183,-1.6453,-0.16125,4.8627,2.2383
0.491,0.37284,0.99211,1.468,3.4862,4.7303
0.492,1.5964,3.1723,2.4774,1.179,4.2584
0.493,3.8024,3.1801,3.0748,0.48206,1.4318
0.494,5.6602,1.5446,2.616,1.5657,-0.43091
0.495,6.3968,0.43966,1.0953,2.1928,0.31818
0.496,5.0809,1.1107,0.11778,1.5286,1.8638
0.497,1.8111,2.8992,0.57285,0.58912,2.3058
0.498,-0.90061,4.079,1.0017,-0.37003,1.1971
0.499,-1.0429,3.2628,0.83316,-1.8295,-0.75551
0.5,0.34038,1.209,0.37622,-3.632,-2.6083
0.501,1.2268,-0.18146,-0.24178,-4.6917,-3.5621
0.502,0.84351,-0.59034,-1.2399,-3.9991,-3.9017
0.503,-0.49236,-1.1116,-2.2306,-2.2621,-3.7219
0.504,-2.5311,-1.6781,-2.3992,-0.63003,-2.7081
0.505,-3.9482,-1.6079,-1.4497,0.53013,-0.86289
0.506,-3.2178,-0.88217,-0.48711,1.4849,1.307
0.507,-1.184,0.28984,0.21891,1.793,2.8276
0.508,-0.37625,1.4228,1.1309,1.1637,3.0574
0.509,-1.3313,1.6772,1.7452,0.40778,2.0261
0.51,-3.013,0.38816,1.1272,0.45803,0.68523
0.511,-4.2977,-1.5298,-0.12005,1.072,0.3057
0.512,-4.4788,-2.4724,-0.54142,1.6204,1.0448
0.513,-3.7534,-2.6659,0.12153,2.0683,1.674
0.514,-3.1042,-3.1372,0.69271,2.3414,2.0211
0.515,-3.1304,-3.8536,0.14587,1.6466,2.4581
0.516,-3.2777,-3.98,-1.0639,-0.28701,1.9437
0.517,-3.0493,-3.2995,-1.8711,-2.2577,-0.20618
0.518,-2.606,-2.6597,-2.3655,-2.9875,-2.406
0.519,-2.1129,-2.3569,-2.8692,-2.8826,-2.6682
0.52,-1.7658,-1.7467,-3.1539,-2.7734,-1.5645
0.521,-1.6297,-0.74796,-3.0359,-2.6357,-0.92281
0.522,-1.6647,-0.34064,-2.564,-1.7858,-1.4522
0.523,-1.4787,-1.1085,-1.9141,-0.0139,-1.9566
0.524,-0.78201,-2.0823,-0.85791,1.7951,-1.22
0.525,0.19056,-2.3148,0.24325,2.6975,0.32567
0.526,0.49893,-1.7982,0.51667,1.9459,1.7714
0.527,-0.10034,-0.91963,-0.21182,0.27231,2.3332
0.528,-0.59973,-0.20331,-0.83356,-0.64532,1.4518
0.529,-0.24641,0.012056,-0.88412,-0.14718,-0.0014308
0.53,0.4003,-0.15337,-0.4534,1.3036,-0.6032
0.531,0.91468,-0.30943,0.23764,2.4878,0.29321
0.532,1.8673,-0.37341,0.64589,2.0661,1.7864
0.533,2.8636,-0.21579,0.53914,0.26139,1.9162
0.534,3.2793,0.19777,0.34625,-1.3641,0.29321
0.535,2.8099,0.42718,0.24887,-1.7967,-1.4921
0.536,1.6063,0.094768,0.082199,-1.1304,-1.6669
0.537,0.70618,-0.30163,-0.018928,0.18711,-0.51331
0.538,1.0558,0.37256,0.1646,1.4652,0.91995
0.539,2.1981,2.4731,1.1422,2.1425,2.2408
0.54,3.2044,4.6408,2.6853,2.5009,3.4519
0.541,3.2856,5.4133,3.5093,3.1498,3.8164
0.542,2.469,4.7422,2.9943,3.7266,3.7315
0.543,1.1956,3.8449,1.8856,3.6545,3.6267
0.544,0.1119,3.3596,1.3144,2.6101,3.2371
0.545,-0.31882,3.0349,1.4512,1.2686,2.4081
0.546,-0.18024,2.6963,1.9437,0.90592,1.6416
0.547,0.14811,2.3608,2.4943,1.4019,1.0997
0.548,0.22302,2.1704,2.9119,1.6444,0.65277
0.549,-0.30134,1.8395,3.1179,1.0086,0.57787
0.55,-1.8345,0.81421,2.9212,0.090973,0.58036
0.551,-3.3039,-0.5482,2.0804,-0.23894,0.21081
0.552,-2.7921,-1.405,0.52229,0.375,0.026036
0.553,-0.46989,-1.8685,-1.0714,1.3123,0.56788
0.554,1.2455,-2.0027,-1.5808,1.6815,1.4094
0.555,1.3005,-1.572,-0.84854,1.1331,1.724
0.556,0.55886,-0.9087,-0.060127,-0.20835,1.1547
0.557,-0.21645,-0.26105,-0.050764,-1.7793,-0.28609
0.558,-1.224,0.55983,-0.74742,-2.8782,-2.1114
0.559,-2.0692,1.1513,-1.5396,-3.1273,-3.4073
0.56,-2.4487,0.92345,-2.1651,-2.7734,-3.677
0.561,-2.7371,-0.45925,-2.3018,-2.485,-3.1126
0.562,-3.1778,-2.396,-2.2194,-2.6095,-2.4684
0.563,-3.6635,-3.3323,-2.0396,-2.8302,-2.2162
0.564,-4.2128,-2.4755,-1.5115,-2.4631,-2.376
0.565,-4.7522,-1.071,-0.92907,-1.4362,-2.5983
0.566,-5.0381,-0.27666,-0.81109,-0.34818,-2.1588
0.567,-4.8009,-0.20331,-1.4122,0.14559,-0.83791
0.568,-4.1529,-0.79478,-2.0958,0.040721,0.37561
0.569,-2.9356,-1.7265,-1.9254,-0.31978,0.76014
0.57,-1.8957,-2.8126,-1.1575,-0.88129,0.39059
0.571,-2.1478,-3.8192,-0.63318,-1.4603,-0.32604
0.572,-3.4975,-4.1095,-0.63131,-1.7967,-0.77799
0.573,-4.4813,-3.4478,-1.3542,-1.7028,-0.8479
0.574,-3.852,-2.1712,-2.4497,-1.3423,-0.81544
0.575,-2.3514,-1.1038,-3.0153,-0.71086,-1.1051
0.576,-1.5411,-1.263,-2.7082,-0.22146,-1.552
0.577,-1.7146,-2.694,-1.8898,-0.066336,-1.6769
0.578,-2.2989,-4.0018,-0.84106,-0.08163,-1.145
0.579,-2.6797,-3.7069,0.35374,-0.30011,-0.36099
0.58,-2.6023,-1.9684,0.9474,-0.75019,0.11093
0.581,-2.3126,-0.4811,0.42116,-1.3619,-0.12378
0.582,-2.1591,-0.05349,-0.39909,-1.9912,-0.97025
0.583,-1.8994,-0.66213,-0.73431,-1.8863,-1.562
0.584,-1.6235,-2.332,-1.2156,-0.56448,-0.86039
0.585,-1.6784,-4.083,-2.1201,1.0567,0.91995
0.586,-1.7608,-5.0334,-2.7962,1.5898,2.4855
0.587,-1.4175,-5.3455,-2.7643,0.85786,2.7003
0.588,-0.70835,-5.1426,-2.3505,-0.61473,1.8214
0.589,0.0082799,-4.406,-2.1932,-2.2228,0.26075
0.59,0.51891,-3.3682,-2.8224,-3.6407,-1.4097
0.591,0.93965,-2.6332,-4.3711,-4.8162,-2.6183
0.592,1.2468,-2.5848,-5.4948,-5.4039,-3.3848
0.593,0.95338,-2.8657,-5.0528,-4.8206,-4.039
0.594,-0.037914,-2.797,-3.4086,-3.3349,-4.2712
0.595,-1.2427,-2.2742,-1.9497,-2.2708,-3.657
0.596,-2.0342,-1.65,-1.8392,-2.3648,-2.803
0.597,-2.224,-1.1147,-2.8936,-3.2453,-2.4609
0.598,-1.5323,-0.57785,-3.961,-4.176,-2.5084
0.599,-0.18648,-0.35625,-4.079,-4.6829,-2.6083
0.6,0.94589,-0.95396,-3.2868,-4.3049,-3.0128
0.601,1.4665,-1.8544,-2.2887,-3.2824,-3.607
0.602,1.6513,-1.6812,-1.843,-2.3866,-3.8867
0.603,1.3479,-0.45925,-1.5527,-1.8164,-3.9566
0.604,0.56136,0.84074,-0.7624,-1.3401,-3.9117
0.605,-0.069126,1.8348,0.17771,-0.98397,-3.0602
0.606,-0.21645,2.431,0.59345,-0.59288,-1.4771
0.607,0.31666,2.392,0.37809,0.097527,0.043515
0.608,1.2805,1.9456,0.50544,1.0173,1.0323
0.609,1.9334,1.7974,1.7508,1.7908,1.4443
0.61,2.1132,1.9534,3.2902,2.1819,1.4693
0.611,1.7437,1.7334,3.8389,2.3173,1.1572
0.612,0.82229,1.2184,2.7939,2.1185,0.82257
0.613,-0.18524,1.0561,0.86687,1.8214,0.93743
0.614,-0.81447,1.1685,-0.52831,1.581,1.4268
0.615,-0.92434,1.0296,-0.57138,1.4565,1.699
0.616,-0.53606,0.40377,0.61967,1.5155,1.4543
0.617,0.30042,-0.556,2.056,1.5679,1.0048
0.618,1.1781,-1.0507,2.6329,1.3014,0.82007
0.619,1.9497,-0.43584,2.1647,0.57382,0.81258
0.62,2.6963,0.94218,1.1684,-0.29575,0.90747
0.621,3.0671,2.0533,0.29194,-0.6475,0.90247
0.622,2.6863,2.5028,-0.22305,-0.31759,0.43803
0.623,1.8286,2.5949,-0.36725,0.47114,-0.356
0.624,1.3104,2.7135,-0.0039458,1.3975,-0.91282
0.625,1.6151,3.1426,0.99983,2.2212,-0.38596
0.626,2.5577,3.6155,2.3744,2.5751,1.2421
0.627,3.3118,3.7029,3.4231,2.3698,2.7902
0.628,3.0746,3.2503,3.7696,1.7383,3.0798
0.629,1.881,2.5028,3.6235,1.3189,2.553
0.63,0.39032,1.9613,3.2471,1.7318,1.9462
0.631,-0.67589,1.5773,2.5373,2.5839,1.7514
0.632,-1.0667,1.1856,1.9193,3.0361,1.9837
0.633,-0.93932,0.62537,1.6778,2.8155,2.2658
0.634,-0.67839,-0.1799,1.2452,2.1556,2.3507
0.635,-0.43368,-0.98205,0.43053,1.391,2.1859
0.636,-0.2589,-1.5173,-0.17811,0.80104,1.7315
0.637,-0.15028,-1.7795,-0.41782,0.48424,1.5816
0.638,-0.15527,-1.8295,-0.61633,0.29853,1.9612
0.639,-0.23018,-1.7655,-0.95529,-0.048858,2.1759
0.64,-0.18399,-1.6172,-1.2418,-0.76112,1.4193
0.641,-0.0054534,-1.5501,-1.3785,-1.7771,0.018545
0.642,0.10441,-1.586,-1.4628,-2.4456,-1.2449
0.643,-0.2127,-1.302,-1.3261,-2.3997,-1.969
0.644,-0.88813,-0.42023,-1.1557,-2.1419,-2.0739
0.645,-1.4899,0.48648,-1.0096,-2.2271,-1.9216
0.646,-1.9518,0.72369,-0.97027,-2.426,-2.1563
0.647,-2.3314,0.34446,-1.1238,-2.415,-2.8155
0.648,-2.5424,-0.31879,-1.2643,-2.1376,-3.3598
0.649,-2.5761,-0.93211,-1.4441,-1.7836,-3.4422
0.65,-2.4874,-1.1365,-1.637,-1.6285,-3.2725
0.651,-2.5162,-1.149,-1.6014,-1.3335,-3.4148
0.652,-2.7097,-1.3176,-1.4591,-1.1347,-3.6345
0.653,-2.7634,-1.6656,-1.3223,-1.8579,-3.1751
0.654,-2.5149,-1.8326,-1.2531,-3.0202,-2.1463
0.655,-2.1628,-1.65,-1.2306,-3.4397,-1.2799
0.656,-1.8182,-1.561,-1.1407,-2.9918,-1.1725
0.657,-1.4574,-1.8763,-0.93282,-2.1594,-1.7393
0.658,-1.1578,-2.3913,-0.886,-1.4384,-2.3236
0.659,-0.94931,-2.6769,-1.2905,-1.1762,-2.2088
0.66,-0.55603,-2.4584,-1.7905,-1.41,-1.8067
0.661,0.26172,-1.753,-1.9403,-1.244,-1.8117
0.662,1.1094,-1.0929,-1.9403,-0.50986,-1.9441
0.663,1.6276,-0.82755,-2.0153,0.049461,-1.6844
0.664,1.9022,-0.5997,-1.9272,0.21114,-1.1101
0.665,1.9996,-0.073778,-1.4572,0.27668,-0.46087
0.666,1.6538,0.63942,-0.69685,0.28979,0.2183
0.667,0.86599,0.93593,-0.23804,0.16963,0.7976
0.668,0.25049,0.78299,-0.15564,-0.075076,0.93743
0.669,0.3179,0.47556,0.067218,-0.24986,0.72519
0.67,0.90219,0.083843,0.51105,-0.14499,0.7951
0.671,1.5314,-0.037884,0.99235,-0.033564,1.1272
0.672,1.9272,0.25707,1.4306,0.049461,1.0548
0.673,0.9821,0.59416,1.6366,0.54105,0.60783
0.674,0.22926,0.83605,1.6441,1.3757,0.48797
0.675,1.0245,0.94218,1.6103,1.9219,0.91495
0.676,2.0745,1.0264,1.4362,1.8257,1.3469
0.677,2.2443,1.0811,1.0991,1.3953,1.4893
0.678,1.2905,1.0233,0.75638,1.2468,1.302
0.679,1.0083,0.93905,0.65713,1.3582,1.2296
0.68,1.6376,0.95154,0.97361,1.2686,0.51544
0.681,2.0845,1.1451,1.5523,0.97802,0.6353
0.682,1.8598,1.5914,1.9343,1.1353,2.126
0.683,1.69,1.9269,1.7639,1.782,3.2696
0.684,1.7412,1.7958,1.1665,2.3064,3.1048
0.685,1.871,1.3557,0.47547,1.1878,2.2908
0.686,1.8436,1.1014,-0.018928,0.38593,1.7639
0.687,1.5452,1.014,-0.0208,1.6182,0.40807
0.688,1.057,0.87507,0.38184,2.6603,-0.60819
0.689,0.74364,0.91565,-0.18185,2.2343,0.53542
0.69,0.85101,1.3885,-0.17062,1.2489,2.0835
0.691,1.1382,1.9878,0.45487,-0.39625,2.2009
0.692,1.2755,2.2375,1.2864,-1.2658,0.70521
0.693,1.2193,2.1095,1.7695,-0.44431,-1.2499
0.694,1.1819,1.8442,1.6441,0.76828,-0.95028
0.695,1.2293,1.5508,1.4081,0.71584,0.6328
0.696,1.5964,1.1622,1.5991,0.1303,1.5766
0.697,2.1719,-0.27041,0.93991,0.099712,1.7589
0.698,2.5277,-0.78853,-0.062001,0.55853,1.6915
0.699,2.6376,0.1291,-0.15002,1.0654,1.5067
0.7,2.5277,1.0499,-0.030164,1.3407,1.2071
0.701,2.1856,1.2496,0.082199,1.3647,0.99236
0.702,1.8361,1.2559,0.3706,1.273,1.0748
0.703,1.7924,1.1014,0.968,1.1157,1.2196
0.704,2.1057,1.0779,1.6029,0.81852,1.257
0.705,2.6176,1.2044,1.8519,0.67214,1.2595
0.706,3.1183,1.5929,1.7302,0.79886,1.2945
0.707,3.2007,1.9332,1.5354,1.1266,1.287
0.708,2.6089,1.9644,1.4268,1.5788,1.3294
0.709,1.8698,1.9644,1.513,1.8607,1.3669
0.71,1.5939,2.1704,1.8145,1.7886,1.0947
0.711,1.7749,2.3124,2.1197,1.7383,0.73767
0.712,2.0258,2.342,2.1647,2.0005,1.0173
0.713,2.1619,2.3717,2.2021,2.2736,1.8039
0.714,2.2443,2.3811,2.3688,2.3829,2.3657
0.715,2.3692,2.2624,2.3875,2.4353,2.4456
0.716,2.4878,1.9144,2.1778,2.2693,2.3807
0.717,2.4815,1.4619,1.88,1.7449,2.3682
0.718,2.4928,1.2246,1.7002,1.1375,2.111
0.719,2.6526,1.2465,1.5017,0.8513,1.6341
0.72,2.9172,1.415,1.3013,0.97583,1.2545
0.721,3.0121,1.6335,1.3894,1.321,1.1347
0.722,2.926,1.8208,1.6609,1.6641,1.302
0.723,2.9659,2.0049,1.6815,1.7165,1.5692
0.724,3.1457,2.1969,1.3294,1.3778,1.5617
0.725,3.1644,2.3795,0.88373,0.99768,1.0148
0.726,3.0034,2.4388,0.74327,0.89937,0.24827
0.727,2.9123,2.3967,1.1497,1.0873,-0.13127
0.728,2.9584,2.4045,1.9193,1.3757,0.18584
0.729,2.9897,2.3951,2.6928,1.7012,0.86502
0.73,2.9272,2.4216,3.219,2.0573,1.4368
0.731,2.8361,2.6261,3.3819,2.2409,1.724
0.732,2.7674,2.7416,3.1928,2.1928,1.7664
0.733,2.73,2.5246,2.7677,2.0355,1.7764
0.734,2.5901,2.2109,2.41,1.8716,1.8663
0.735,2.283,2.044,2.2471,1.9328,1.9287
0.736,2.0508,2.0252,2.0692,2.1819,2.131
0.737,2.0258,2.0034,1.9231,2.4047,2.4381
0.738,2.1419,1.9987,2.1029,2.6713,2.4456
0.739,2.2493,2.1376,2.4493,3.0514,2.3782
0.74,2.3729,2.1641,2.6141,3.3551,2.6204
0.741,2.5502,1.9722,2.6441,3.5714,2.9899
0.742,2.6838,1.8021,2.7377,3.7178,3.307
0.743,2.6551,1.8895,2.837,3.7003,3.6317
0.744,2.5901,2.1969,2.7845,3.4447,4.0312
0.745,2.6838,2.6307,2.5598,3.0755,4.1835
0.746,2.6563,3.0786,2.4025,2.7696,3.7141
0.747,2.2568,3.3174,2.4437,2.7019,3.0124
0.748,1.7274,3.3674,2.6403,2.8592,2.6653
0.749,1.4827,3.3112,2.9269,2.8745,2.7652
0.75,1.3616,3.1614,3.1347,2.6276,2.9949
0.751,0.99209,2.818,3.1497,2.3457,3.0998
0.752,0.43401,2.2031,3.058,2.1535,3.0199
0.753,-0.067877,1.6601,2.852,2.1556,2.8801
0.754,-0.54979,1.5493,2.4793,2.3938,2.8351
0.755,-0.97553,1.6335,2.1478,2.7324,2.7377
0.756,-1.2027,1.3838,1.9062,2.798,2.4681
0.757,-1.2414,0.78143,1.5429,2.4681,2.131
0.758,-1.3576,0.22742,1.1983,2.0289,1.7589
0.759,-1.7808,-0.037884,1.0504,1.6466,1.5492
0.76,-2.3201,-0.31723,0.85751,1.1987,1.7215
0.761,-2.3788,-0.70114,0.35187,0.54542,2.0461
0.762,-1.9593,-0.99453,-0.093837,-0.0051606,2.0461
0.763,-1.7109,-1.0039,-0.13504,-0.16902,1.6041
0.764,-1.8869,-0.8572,-0.022673,-0.086,0.97239
0.765,-2.0854,-1.0117,-0.21182,-0.17558,0.39559
0.766,-1.9868,-1.5782,-0.82795,-0.68902,0.013551
0.767,-1.847,-2.1962,-1.5003,-1.3751,-0.38347
0.768,-1.8732,-2.2477,-1.843,-1.7246,-0.95527
0.769,-1.9219,-1.7233,-1.8692,-1.6176,-1.5096
0.77,-1.8083,-1.2567,-1.7231,-1.4056,-1.7318
0.771,-1.7259,-1.2317,-1.5489,-1.3947,-1.6369
0.772,-1.802,-1.4752,-1.4909,-1.4275,-1.6994
0.773,-1.7995,-1.625,-1.6576,-1.1937,-2.0215
0.774,-1.6946,-1.5969,-1.8336,-0.85725,-2.1713
0.775,-1.6759,-1.6625,-1.6894,-0.48801,-1.9516
0.776,-1.8158,-1.7545,-1.1969,-0.27171,-1.6494
0.777,-1.7783,-1.4019,-0.8448,-0.57104,-1.2999
0.778,-1.5336,-0.70738,-0.87476,-1.1238,-1.0227
0.779,-1.4737,-0.28758,-1.092,-1.3904,-1.1625
0.78,-1.7134,-0.4889,-1.3261,-1.4974,-1.6419
0.781,-1.8432,-1.0055,-1.416,-1.6329,-1.8542
0.782,-1.6597,-1.2926,-1.3467,-1.8492,-1.5171
0.783,-1.4562,-1.1194,-1.2624,-2.0895,-1.0352
0.784,-1.4649,-0.72611,-1.416,-2.2271,-0.92531
0.785,-1.4749,-0.5045,-1.74,-2.2293,-1.2849
0.786,-1.3363,-0.84628,-1.9385,-2.1725,-1.7218
0.787,-1.3064,-1.5642,-1.7793,-2.0698,-1.9516
0.788,-1.5898,-2.0245,-1.4759,-2.0698,-1.7968
0.789,-1.9431,-2.1135,-1.3935,-2.2665,-1.4746
0.79,-2.0567,-2.0948,-1.5527,-2.4828,-1.3972
0.791,-1.9331,-2.0277,-1.7624,-2.4041,-1.6394
0.792,-1.7221,-1.7795,-1.901,-1.9737,-1.9241
0.793,-1.4312,-1.5579,-1.9197,-1.587,-2.1413
0.794,-1.3126,-1.5423,-1.7924,-1.4668,-2.1963
0.795,-1.4974,-1.6,-1.592,-1.4319,-2.1014
0.796,-1.5985,-1.5626,-1.2961,-1.3488,-1.8142
